CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
hoa_ret_gardes_sang_desc;Les Blood Knights, paladins elfes de sang qui ont detourne le pouvoir de la Sainte Lumiere pour servir Silvermoon. Montes sur des destriers dores, armes d'epees enchantees et de boucliers runiques, leur charge est une tempete de lumiere sacree et d'acier sin'dorei. Grace au Puits de Soleil restaure, leur connexion a la Lumiere est desormais authentique et pure.;Paladins elfes de sang. Charge de lumiere sacree et d'acier sin'dorei.;Les Blood Knights, paladins elfes de sang qui ont detourne le pouvoir de la Sainte Lumiere pour servir Silvermoon. Montes sur des destriers dores, armes d'epees enchantees et de boucliers runiques, leur charge est une tempete de lumiere sacree et d'acier sin'dorei. Grace au Puits de Soleil restaure, leur connexion a la Lumiere est desormais authentique et pure.;;Les Blood Knights, paladins elfes de sang qui ont detourne le pouvoir de la Sainte Lumiere pour servir Silvermoon. Montes sur des destriers dores, armes d'epees enchantees et de boucliers runiques, leur charge est une tempete de lumiere sacree et d'acier sin'dorei. Grace au Puits de Soleil restaure, leur connexion a la Lumiere est desormais authentique et pure.;;;;;;;;;x
hoa_ret_magisters;Magisters;Magisters;Magisters;;Magisters;;;;;;;;;x
hoa_ret_magisters_desc;Mages de bataille elfes de sang, les plus puissants arcanistes d'Azeroth apres les mages du Kirin Tor. Les Magisters canalisent la puissance brute du Puits de Soleil pour lancer des barrages arcaniques devastateurs. Boules de pyroblasme, colonnes de givre, rayons d'arcane concentre : rien ne survit a une vollee de Magisters. L'addiction au mana les rend instables mais incroyablement puissants.;Mages de bataille elfes de sang. Puissance arcanique brute et devastatrice.;Mages de bataille elfes de sang, les plus puissants arcanistes d'Azeroth apres les mages du Kirin Tor. Les Magisters canalisent la puissance brute du Puits de Soleil pour lancer des barrages arcaniques devastateurs. Boules de pyroblasme, colonnes de givre, rayons d'arcane concentre : rien ne survit a une vollee de Magisters. L'addiction au mana les rend instables mais incroyablement puissants.;;Mages de bataille elfes de sang, les plus puissants arcanistes d'Azeroth apres les mages du Kirin Tor. Les Magisters canalisent la puissance brute du Puits de Soleil pour lancer des barrages arcaniques devastateurs. Boules de pyroblasme, colonnes de givre, rayons d'arcane concentre : rien ne survit a une vollee de Magisters. L'addiction au mana les rend instables mais incroyablement puissants.;;;;;;;;;x
hoa_ret_farstriders;Farstriders;Farstriders;Farstriders;;Farstriders;;;;;;;;;x
hoa_ret_farstriders_desc;Les Rodeuses de Quel'Thalas, les Farstriders sont les protectrices traditionnelles des forets elfiques. Archeres d'elite qui combinent le tir a l'arc avec le camouflage forestier et la magie arcanique subtile. Elles connaissent chaque arbre, chaque sentier, chaque ombre de Quel'Thalas. En foret, elles sont invisibles. Leur chef legendaire, Sylvanas Windrunner, en a fait les meilleures eclaireuses d'Azeroth.;Rodeuses de Quel'Thalas. Archeres d'elite et maitresses du camouflage.;Les Rodeuses de Quel'Thalas, les Farstriders sont les protectrices traditionnelles des forets elfiques. Archeres d'elite qui combinent le tir a l'arc avec le camouflage forestier et la magie arcanique subtile. Elles connaissent chaque arbre, chaque sentier, chaque ombre de Quel'Thalas. En foret, elles sont invisibles. Leur chef legendaire, Sylvanas Windrunner, en a fait les meilleures eclaireuses d'Azeroth.;;Les Rodeuses de Quel'Thalas, les Farstriders sont les protectrices traditionnelles des forets elfiques. Archeres d'elite qui combinent le tir a l'arc avec le camouflage forestier et la magie arcanique subtile. Elles connaissent chaque arbre, chaque sentier, chaque ombre de Quel'Thalas. En foret, elles sont invisibles. Leur chef legendaire, Sylvanas Windrunner, en a fait les meilleures eclaireuses d'Azeroth.;;;;;;;;;x
hoa_ret_vindicators;Vindicators;Vindicators;Vindicators;;Vindicators;;;;;;;;;x
hoa_ret_vindicators_desc;Les paladins draenei, guerriers sacres de la Lumiere des Naaru. Anciens de plus de dix mille ans, les Vindicators ont combattu la Legion Ardente a travers des dizaines de mondes. Leur experience de combat est sans egale dans tout Azeroth. Armes de marteaux cristallins et proteges par la lumiere des Naaru, ils sont les remparts vivants contre les forces du mal.;Paladins draenei, guerriers sacres des Naaru. Des millenaires d'experience.;Les paladins draenei, guerriers sacres de la Lumiere des Naaru. Anciens de plus de dix mille ans, les Vindicators ont combattu la Legion Ardente a travers des dizaines de mondes. Leur experience de combat est sans egale dans tout Azeroth. Armes de marteaux cristallins et proteges par la lumiere des Naaru, ils sont les remparts vivants contre les forces du mal.;;Les paladins draenei, guerriers sacres de la Lumiere des Naaru. Anciens de plus de dix mille ans, les Vindicators ont combattu la Legion Ardente a travers des dizaines de mondes. Leur experience de combat est sans egale dans tout Azeroth. Armes de marteaux cristallins et proteges par la lumiere des Naaru, ils sont les remparts vivants contre les forces du mal.;;;;;;;;;x
hoa_ret_anchorites;Anchorites;Anchorites;Anchorites;;Anchorites;;;;;;;;;x
hoa_ret_anchorites_desc;Pretres de combat draenei qui maintiennent les lignes en vie grace a la guerison de la Lumiere. Les Anchorites projettent des barrieres de lumiere sacree, guerissent les blessures mortelles en plein combat et renforcent le moral des troupes par leur seule presence sereine. Leur calme inebranlable face au chaos de la bataille est un pilier sur lequel toute l'armee s'appuie.;Pretres de combat draenei. Guerison et barrieres de lumiere sacree.;Pretres de combat draenei qui maintiennent les lignes en vie grace a la guerison de la Lumiere. Les Anchorites projettent des barrieres de lumiere sacree, guerissent les blessures mortelles en plein combat et renforcent le moral des troupes par leur seule presence sereine. Leur calme inebranlable face au chaos de la bataille est un pilier sur lequel toute l'armee s'appuie.;;Pretres de combat draenei qui maintiennent les lignes en vie grace a la guerison de la Lumiere. Les Anchorites projettent des barrieres de lumiere sacree, guerissent les blessures mortelles en plein combat et renforcent le moral des troupes par leur seule presence sereine. Leur calme inebranlable face au chaos de la bataille est un pilier sur lequel toute l'armee s'appuie.;;;;;;;;;x
hoa_ret_gardiens_exodar;Gardiens de l'Exodar;Gardiens de l'Exodar;Gardiens de l'Exodar;;Gardiens de l'Exodar;;;;;;;;;x
hoa_ret_gardiens_exodar_desc;Guerriers cristallins draenei armes de la technologie Naaru. Leurs lames sont en cristal dimensionnel renforce, capables de trancher les armures les plus epaisses. Leurs boucliers dimensionnels absorbent les impacts magiques et physiques. La combinaison de force brute draenei et de technologie Naaru en fait des combattants polyvalents et redoutables en defense comme en attaque.;Guerriers cristallins draenei avec technologie Naaru. Lames et boucliers dimensionnels.;Guerriers cristallins draenei armes de la technologie Naaru. Leurs lames sont en cristal dimensionnel renforce, capables de trancher les armures les plus epaisses. Leurs boucliers dimensionnels absorbent les impacts magiques et physiques. La combinaison de force brute draenei et de technologie Naaru en fait des combattants polyvalents et redoutables en defense comme en attaque.;;Guerriers cristallins draenei armes de la technologie Naaru. Leurs lames sont en cristal dimensionnel renforce, capables de trancher les armures les plus epaisses. Leurs boucliers dimensionnels absorbent les impacts magiques et physiques. La combinaison de force brute draenei et de technologie Naaru en fait des combattants polyvalents et redoutables en defense comme en attaque.;;;;;;;;;x
hoa_ret_sapeurs_explosifs;Sapeurs Explosifs;Sapeurs Explosifs;Sapeurs Explosifs;;Sapeurs Explosifs;;;;;;;;;x
hoa_ret_sapeurs_explosifs_desc;Gobelins armes de charges explosives, de bazookas et de lanceurs de fusees. Le concept de "dommages collateraux" n'existe pas dans le vocabulaire gobelin. Dangereusement instables, les Sapeurs sont aussi dangereux pour eux-memes que pour l'ennemi. Mais quand ca marche (et ca marche suffisamment souvent), les resultats sont spectaculaires. Remboursement non garanti.;Gobelins armes de charges explosives et bazookas. Dangereusement instables.;Gobelins armes de charges explosives, de bazookas et de lanceurs de fusees. Le concept de "dommages collateraux" n'existe pas dans le vocabulaire gobelin. Dangereusement instables, les Sapeurs sont aussi dangereux pour eux-memes que pour l'ennemi. Mais quand ca marche (et ca marche suffisamment souvent), les resultats sont spectaculaires. Remboursement non garanti.;;Gobelins armes de charges explosives, de bazookas et de lanceurs de fusees. Le concept de "dommages collateraux" n'existe pas dans le vocabulaire gobelin. Dangereusement instables, les Sapeurs sont aussi dangereux pour eux-memes que pour l'ennemi. Mais quand ca marche (et ca marche suffisamment souvent), les resultats sont spectaculaires. Remboursement non garanti.;;;;;;;;;x
hoa_ret_brutes_mercenaires;Brutes Mercenaires;Brutes Mercenaires;Brutes Mercenaires;;Brutes Mercenaires;;;;;;;;;x
hoa_ret_brutes_mercenaires_desc;Ogres, trolls et hobgobelins embauches par les cartels gobelins pour le sale boulot. Le muscle que l'or peut acheter. Solides, imposants et totalement depourvus de scrupules. Pas les troupes les plus disciplinees (ils se battent parfois entre eux pour la nourriture), mais en nombre, ils ecrasent par pure force brute. Le temps, c'est de l'argent, ami !;Ogres et trolls embauches pour le muscle. L'or achete la loyaute.;Ogres, trolls et hobgobelins embauches par les cartels gobelins pour le sale boulot. Le muscle que l'or peut acheter. Solides, imposants et totalement depourvus de scrupules. Pas les troupes les plus disciplinees (ils se battent parfois entre eux pour la nourriture), mais en nombre, ils ecrasent par pure force brute. Le temps, c'est de l'argent, ami !;;Ogres, trolls et hobgobelins embauches par les cartels gobelins pour le sale boulot. Le muscle que l'or peut acheter. Solides, imposants et totalement depourvus de scrupules. Pas les troupes les plus disciplinees (ils se battent parfois entre eux pour la nourriture), mais en nombre, ils ecrasent par pure force brute. Le temps, c'est de l'argent, ami !;;;;;;;;;x
hoa_ret_zeppelins_combat;Zeppelins de Combat;Zeppelins de Combat;Zeppelins de Combat;;Zeppelins de Combat;;;;;;;;;x
hoa_ret_zeppelins_combat_desc;Machines volantes gobelins armees de bombes, de roquettes et de mitrailleuses a poudre. Les Zeppelins de Combat survolent le champ de bataille et deverssent un deluge de feu sur les formations ennemies. La superiorite aerienne est un avantage decisif... tant que le zeppelin ne tombe pas en panne. Ce qui arrive. Souvent. La garantie constructeur couvre 30 jours. Peut-etre.;Machines volantes gobelins avec bombes et roquettes. Superiority aerienne explosive.;Machines volantes gobelins armees de bombes, de roquettes et de mitrailleuses a poudre. Les Zeppelins de Combat survolent le champ de bataille et deverssent un deluge de feu sur les formations ennemies. La superiorite aerienne est un avantage decisif... tant que le zeppelin ne tombe pas en panne. Ce qui arrive. Souvent. La garantie constructeur couvre 30 jours. Peut-etre.;;Machines volantes gobelins armees de bombes, de roquettes et de mitrailleuses a poudre. Les Zeppelins de Combat survolent le champ de bataille et deverssent un deluge de feu sur les formations ennemies. La superiorite aerienne est un avantage decisif... tant que le zeppelin ne tombe pas en panne. Ce qui arrive. Souvent. La garantie constructeur couvre 30 jours. Peut-etre.;;;;;;;;;x
hoa_ret_meute_gilneas;Meute de Gilneas;Meute de Gilneas;Meute de Gilneas;;Meute de Gilneas;;;;;;;;;x
hoa_ret_meute_gilneas_desc;Worgens en forme de loup-garou chargant a travers les lignes ennemies. Griffes d'acier, crocs comme des poignards, regeneration lupine. La Meute de Gilneas est la terreur incarnee : des loups-garous nobles et intelligents qui se battent avec la fureur d'une bete sauvage et la tactique d'un soldat entraine. Quand la lune se leve, la Meute chasse. Et la Meute ne perd jamais sa proie.;Worgens chargeant en forme de loup-garou. Griffes, crocs et fureur animale.;Worgens en forme de loup-garou chargant a travers les lignes ennemies. Griffes d'acier, crocs comme des poignards, regeneration lupine. La Meute de Gilneas est la terreur incarnee : des loups-garous nobles et intelligents qui se battent avec la fureur d'une bete sauvage et la tactique d'un soldat entraine. Quand la lune se leve, la Meute chasse. Et la Meute ne perd jamais sa proie.;;Worgens en forme de loup-garou chargant a travers les lignes ennemies. Griffes d'acier, crocs comme des poignards, regeneration lupine. La Meute de Gilneas est la terreur incarnee : des loups-garous nobles et intelligents qui se battent avec la fureur d'une bete sauvage et la tactique d'un soldat entraine. Quand la lune se leve, la Meute chasse. Et la Meute ne perd jamais sa proie.;;;;;;;;;x
hoa_ret_traqueurs_gilneas;Traqueurs de Gilneas;Traqueurs de Gilneas;Traqueurs de Gilneas;;Traqueurs de Gilneas;;;;;;;;;x
hoa_ret_traqueurs_gilneas_desc;Chasseurs worgens qui combinent le tir a l'arbalete avec l'assaut bestial. Ils tirent depuis la distance avec une precision mortelle, puis se transforment en loup-garou pour charger les survivants au corps a corps. Cette double capacite les rend impossibles a contrer : fuir les fleches les expose aux griffes, et fuir les griffes les expose aux fleches.;Chasseurs worgens combinant arbalete et assaut bestial. Double menace.;Chasseurs worgens qui combinent le tir a l'arbalete avec l'assaut bestial. Ils tirent depuis la distance avec une precision mortelle, puis se transforment en loup-garou pour charger les survivants au corps a corps. Cette double capacite les rend impossibles a contrer : fuir les fleches les expose aux griffes, et fuir les griffes les expose aux fleches.;;Chasseurs worgens qui combinent le tir a l'arbalete avec l'assaut bestial. Ils tirent depuis la distance avec une precision mortelle, puis se transforment en loup-garou pour charger les survivants au corps a corps. Cette double capacite les rend impossibles a contrer : fuir les fleches les expose aux griffes, et fuir les griffes les expose aux fleches.;;;;;;;;;x
hoa_ret_garde_greymane;Garde Royale de Greymane;Garde Royale de Greymane;Garde Royale de Greymane;;Garde Royale de Greymane;;;;;;;;;x
hoa_ret_garde_greymane_desc;L'elite de Gilneas, la Garde personnelle du roi Genn Greymane. Guerriers en armure lourde qui combinent la discipline militaire humaine avec la puissance brute de la malediction worgen. Les meilleurs combattants du royaume maudit. Loyaux jusqu'a la mort envers leur roi, ils sont aussi bien a l'aise avec une epee qu'avec leurs griffes. La noblesse et la bete en une seule ame.;Elite de Gilneas. Armure lourde et furie worgen combinees.;L'elite de Gilneas, la Garde personnelle du roi Genn Greymane. Guerriers en armure lourde qui combinent la discipline militaire humaine avec la puissance brute de la malediction worgen. Les meilleurs combattants du royaume maudit. Loyaux jusqu'a la mort envers leur roi, ils sont aussi bien a l'aise avec une epee qu'avec leurs griffes. La noblesse et la bete en une seule ame.;;L'elite de Gilneas, la Garde personnelle du roi Genn Greymane. Guerriers en armure lourde qui combinent la discipline militaire humaine avec la puissance brute de la malediction worgen. Les meilleurs combattants du royaume maudit. Loyaux jusqu'a la mort envers leur roi, ils sont aussi bien a l'aise avec une epee qu'avec leurs griffes. La noblesse et la bete en une seule ame.;;;;;;;;;x
hoa_ret_maitres_brasseurs;Maitres Brasseurs;Maitres Brasseurs;Maitres Brasseurs;;Maitres Brasseurs;;;;;;;;;x
hoa_ret_maitres_brasseurs_desc;Moines pandarens combattant avec un tonneau de biere enchantee sur le dos. Les Maitres Brasseurs utilisent l'alcool comme arme et comme bouclier : boire les rend plus forts, plus rapides et plus resistants. Leurs techniques d'arts martiaux sont aussi fluides que la biere qu'ils brassent. Imprevisibles, joyeux et dangereusement efficaces. On ne sait jamais quand ils sont serieux.;Moines pandarens avec tonneau de biere enchantee. Arts martiaux et alcool.;Moines pandarens combattant avec un tonneau de biere enchantee sur le dos. Les Maitres Brasseurs utilisent l'alcool comme arme et comme bouclier : boire les rend plus forts, plus rapides et plus resistants. Leurs techniques d'arts martiaux sont aussi fluides que la biere qu'ils brassent. Imprevisibles, joyeux et dangereusement efficaces. On ne sait jamais quand ils sont serieux.;;Moines pandarens combattant avec un tonneau de biere enchantee sur le dos. Les Maitres Brasseurs utilisent l'alcool comme arme et comme bouclier : boire les rend plus forts, plus rapides et plus resistants. Leurs techniques d'arts martiaux sont aussi fluides que la biere qu'ils brassent. Imprevisibles, joyeux et dangereusement efficaces. On ne sait jamais quand ils sont serieux.;;;;;;;;;x
hoa_ret_garde_shadopan;Garde Shado-Pan;Garde Shado-Pan;Garde Shado-Pan;;Garde Shado-Pan;;;;;;;;;x
hoa_ret_garde_shadopan_desc;L'elite des pandarens. Les Gardiens Shado-Pan sont entraines depuis l'enfance pour proteger la Pandarie contre les Sha et les Mantides. Discipline martiale supreme, calme absolu sous le feu, maitrise du chi. Chaque Shado-Pan est un maitre d'armes, un assassin et un tacticien. Leur masque noir dissimule une determination d'acier. Quand les Shado-Pan sont mobilises, c'est que le monde est en peril.;Elite des pandarens. Discipline supreme et maitrise du chi.;L'elite des pandarens. Les Gardiens Shado-Pan sont entraines depuis l'enfance pour proteger la Pandarie contre les Sha et les Mantides. Discipline martiale supreme, calme absolu sous le feu, maitrise du chi. Chaque Shado-Pan est un maitre d'armes, un assassin et un tacticien. Leur masque noir dissimule une determination d'acier. Quand les Shado-Pan sont mobilises, c'est que le monde est en peril.;;L'elite des pandarens. Les Gardiens Shado-Pan sont entraines depuis l'enfance pour proteger la Pandarie contre les Sha et les Mantides. Discipline martiale supreme, calme absolu sous le feu, maitrise du chi. Chaque Shado-Pan est un maitre d'armes, un assassin et un tacticien. Leur masque noir dissimule une determination d'acier. Quand les Shado-Pan sont mobilises, c'est que le monde est en peril.;;;;;;;;;x
