#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
hoa_commander.2.a;Bribe them to stay.;Soudoyez-les pour qu'ils restent.;Bestecht sie zum Bleiben.;;Sobornadlos para que se queden.;;;;;;;;;x
hoa_commander.2.b;Let them leave.;Laissez-les partir.;Lasst sie gehen.;;Dejadlos ir.;;;;;;;;;x
hoa_commander.2.c;Throw them in the dungeon!;Jetez-les au cachot!;Werft sie in den Kerker!;;Arrojadlos a la mazmorra!;;;;;;;;;x
hoa_class_diplo.1.a;A great success!;Un grand succes!;Ein grosser Erfolg!;;Un gran exito!;;;;;;;;;x
hoa_class_diplo.1.b;The outcome is uncertain.;Le resultat est incertain.;Das Ergebnis ist unsicher.;;El resultado es incierto.;;;;;;;;;x
hoa_class_diplo.1.c;It has failed.;Cela a echoue.;Es ist gescheitert.;;Ha fracasado.;;;;;;;;;x
hoa_class_diplo.2.a;A great success!;Un grand succes!;Ein grosser Erfolg!;;Un gran exito!;;;;;;;;;x
hoa_class_diplo.2.b;The outcome is uncertain.;Le resultat est incertain.;Das Ergebnis ist unsicher.;;El resultado es incierto.;;;;;;;;;x
hoa_class_diplo.2.c;It has failed.;Cela a echoue.;Es ist gescheitert.;;Ha fracasado.;;;;;;;;;x
hoa_class_diplo.3.a;A great success!;Un grand succes!;Ein grosser Erfolg!;;Un gran exito!;;;;;;;;;x
hoa_class_diplo.3.b;The outcome is uncertain.;Le resultat est incertain.;Das Ergebnis ist unsicher.;;El resultado es incierto.;;;;;;;;;x
hoa_class_diplo.3.c;It has failed.;Cela a echoue.;Es ist gescheitert.;;Ha fracasado.;;;;;;;;;x
hoa_class_diplo.4.a;A great success!;Un grand succes!;Ein grosser Erfolg!;;Un gran exito!;;;;;;;;;x
hoa_class_diplo.4.b;The outcome is uncertain.;Le resultat est incertain.;Das Ergebnis ist unsicher.;;El resultado es incierto.;;;;;;;;;x
hoa_class_diplo.4.c;It has failed.;Cela a echoue.;Es ist gescheitert.;;Ha fracasado.;;;;;;;;;x
hoa_class_diplo.5.a;A great success!;Un grand succes!;Ein grosser Erfolg!;;Un gran exito!;;;;;;;;;x
hoa_class_diplo.5.b;The outcome is uncertain.;Le resultat est incertain.;Das Ergebnis ist unsicher.;;El resultado es incierto.;;;;;;;;;x
hoa_class_diplo.5.c;It has failed.;Cela a echoue.;Es ist gescheitert.;;Ha fracasado.;;;;;;;;;x
hoa_class_diplo.6.a;A great success!;Un grand succes!;Ein grosser Erfolg!;;Un gran exito!;;;;;;;;;x
hoa_class_diplo.6.b;The outcome is uncertain.;Le resultat est incertain.;Das Ergebnis ist unsicher.;;El resultado es incierto.;;;;;;;;;x
hoa_class_diplo.6.c;It has failed.;Cela a echoue.;Es ist gescheitert.;;Ha fracasado.;;;;;;;;;x
hoa_class_diplo.7.a;A great success!;Un grand succes!;Ein grosser Erfolg!;;Un gran exito!;;;;;;;;;x
hoa_class_diplo.7.b;The outcome is uncertain.;Le resultat est incertain.;Das Ergebnis ist unsicher.;;El resultado es incierto.;;;;;;;;;x
hoa_class_diplo.7.c;It has failed.;Cela a echoue.;Es ist gescheitert.;;Ha fracasado.;;;;;;;;;x
hoa_class_diplo.8.a;A great success!;Un grand succes!;Ein grosser Erfolg!;;Un gran exito!;;;;;;;;;x
hoa_class_diplo.8.b;The outcome is uncertain.;Le resultat est incertain.;Das Ergebnis ist unsicher.;;El resultado es incierto.;;;;;;;;;x
hoa_class_diplo.8.c;It has failed.;Cela a echoue.;Es ist gescheitert.;;Ha fracasado.;;;;;;;;;x
hoa_class_diplo.9.a;A great success!;Un grand succes!;Ein grosser Erfolg!;;Un gran exito!;;;;;;;;;x
hoa_class_diplo.9.b;The outcome is uncertain.;Le resultat est incertain.;Das Ergebnis ist unsicher.;;El resultado es incierto.;;;;;;;;;x
hoa_class_diplo.9.c;It has failed.;Cela a echoue.;Es ist gescheitert.;;Ha fracasado.;;;;;;;;;x
hoa_class_diplo.10.a;A great success!;Un grand succes!;Ein grosser Erfolg!;;Un gran exito!;;;;;;;;;x
hoa_class_diplo.10.b;The outcome is uncertain.;Le resultat est incertain.;Das Ergebnis ist unsicher.;;El resultado es incierto.;;;;;;;;;x
hoa_class_diplo.10.c;It has failed.;Cela a echoue.;Es ist gescheitert.;;Ha fracasado.;;;;;;;;;x
hoa_class_diplo.11.a;A great success!;Un grand succes!;Ein grosser Erfolg!;;Un gran exito!;;;;;;;;;x
hoa_class_diplo.11.b;The outcome is uncertain.;Le resultat est incertain.;Das Ergebnis ist unsicher.;;El resultado es incierto.;;;;;;;;;x
hoa_class_diplo.11.c;It has failed.;Cela a echoue.;Es ist gescheitert.;;Ha fracasado.;;;;;;;;;x
