CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
hoa_dark_edge_of_insanity;Dark Edge of Insanity;Lame Sombre de la Folie;Dunkle Schneide des Wahnsinns;;Filo Oscuro de la Locura;;;;;;;;;x
hoa_dark_edge_of_insanity_desc;A horrifying weapon born from C'Thun's domain. Its blade warps reality and drives enemies to madness.;Une arme horrifiante nee du domaine de C'Thun. Sa lame deforme la realite et pousse les ennemis a la folie.;Eine entsetzliche Waffe aus C'Thuns Reich. Ihre Klinge verzerrt die Realitaet und treibt Feinde in den Wahnsinn.;;Un arma horrifica nacida del dominio de C'Thun. Su hoja distorsiona la realidad y enloquece a los enemigos.;;;;;;;;;x
#;;;;;;;;;;;;;x
# BUILDING LEVEL DESCRIPTIONS;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
hoa_guilde_enchanteurs_1_desc;A guild where talented enchanters imbue weapons, armor and jewelry with magical properties.;Une guilde ou les enchanteurs impregnent armes, armures et bijoux de proprietes magiques.;Eine Gilde, in der talentierte Verzauberer Waffen, Ruestungen und Schmuck mit magischen Eigenschaften versehen.;;Un gremio donde encantadores talentosos imbuyen armas, armaduras y joyas con propiedades magicas.;;;;;;;;;x
hoa_guilde_enchanteurs_2_desc;An advanced enchanting guild attracting masters from across Azeroth.;Une guilde d'enchantement avancee attirant les maitres de tout Azeroth.;Eine fortgeschrittene Verzauberungsgilde, die Meister aus ganz Azeroth anzieht.;;Un gremio de encantamiento avanzado que atrae maestros de todo Azeroth.;;;;;;;;;x
hoa_guilde_enchanteurs_3_desc;The greatest enchanting guild in the land, producing legendary-grade enchantments.;La plus grande guilde d'enchantement du pays, produisant des enchantements de grade legendaire.;Die groesste Verzauberungsgilde im Land, die legendaere Verzauberungen herstellt.;;El mayor gremio de encantamiento del pais, produciendo encantamientos de grado legendario.;;;;;;;;;x
hoa_labo_alchimie_1_desc;An alchemy laboratory where healers brew potions, elixirs and transmute metals.;Un laboratoire d'alchimie ou les guerisseurs preparent des potions, elixirs et transmutent les metaux.;Ein Alchemielabor, in dem Heiler Traenke und Elixiere brauen und Metalle transmutieren.;;Un laboratorio de alquimia donde los sanadores preparan pociones, elixires y transmutan metales.;;;;;;;;;x
hoa_labo_alchimie_2_desc;An advanced alchemy laboratory with specialized distillation equipment.;Un laboratoire d'alchimie avance avec un equipement de distillation specialise.;Ein fortgeschrittenes Alchemielabor mit spezialisierter Destillationsausruestung.;;Un laboratorio de alquimia avanzado con equipamiento de destilacion especializado.;;;;;;;;;x
hoa_labo_alchimie_3_desc;A grand alchemy laboratory producing the finest potions and transmutations in the realm.;Un grand laboratoire d'alchimie produisant les plus fines potions et transmutations du royaume.;Ein grosses Alchemielabor, das die feinsten Traenke und Transmutationen des Reiches herstellt.;;Un gran laboratorio de alquimia que produce las mejores pociones y transmutaciones del reino.;;;;;;;;;x
hoa_bureau_inscription_1_desc;A bureau where scribes craft spell scrolls, glyphs and enchanted contracts.;Un bureau ou les scribes fabriquent des parchemins de sorts, glyphes et contrats enchantes.;Ein Buero, in dem Schreiber Spruchrollen, Glyphen und verzauberte Vertraege anfertigen.;;Una oficina donde los escribas elaboran pergaminos de hechizos, glifos y contratos encantados.;;;;;;;;;x
hoa_bureau_inscription_2_desc;A superior inscription bureau producing advanced glyphs and magical documents.;Un bureau d'inscription superieur produisant des glyphes avances et des documents magiques.;Ein ueberlegenes Inschriftenbuero, das fortgeschrittene Glyphen und magische Dokumente herstellt.;;Una oficina de inscripcion superior que produce glifos avanzados y documentos magicos.;;;;;;;;;x
hoa_bureau_inscription_3_desc;A grand inscription bureau renowned across Azeroth for its masterwork spell scrolls.;Un grand bureau d'inscription renomme a travers Azeroth pour ses parchemins de sorts de maitre.;Ein grosses Inschriftenbuero, in ganz Azeroth beruehmt fuer seine meisterhaften Spruchrollen.;;Una gran oficina de inscripcion reconocida en todo Azeroth por sus pergaminos magistrales.;;;;;;;;;x
hoa_atelier_joaillerie_1_desc;A workshop where jewelers cut raw gems into enchanted precious stones.;Un atelier ou les joailliers taillent des gemmes brutes en pierres precieuses enchantees.;Eine Werkstatt, in der Juweliere rohe Edelsteine zu verzauberten Edelsteinen schleifen.;;Un taller donde los joyeros tallan gemas en bruto en piedras preciosas encantadas.;;;;;;;;;x
hoa_atelier_joaillerie_2_desc;A superior jewelcrafting workshop producing finely cut enchanted gems.;Un atelier de joaillerie superieur produisant des gemmes enchantees finement taillees.;Eine ueberlegene Juwelenschleiferwerkstatt, die fein geschliffene verzauberte Edelsteine herstellt.;;Un taller de joyeria superior que produce gemas encantadas finamente talladas.;;;;;;;;;x
hoa_atelier_joaillerie_3_desc;A grand jewelcrafting workshop capable of cutting the rarest prismatic gems.;Un grand atelier de joaillerie capable de tailler les gemmes prismatiques les plus rares.;Eine grosse Juwelenschleiferwerkstatt, faehig, die seltensten prismatischen Edelsteine zu schleifen.;;Un gran taller de joyeria capaz de tallar las gemas prismaticas mas raras.;;;;;;;;;x
hoa_service_portails_1_desc;A commercial portal service where mages open teleportation portals for merchants and travelers.;Un service de portails ou des mages ouvrent des portails de teleportation pour marchands et voyageurs.;Ein kommerzieller Portaldienst, wo Magier Teleportationsportale fuer Haendler und Reisende oeffnen.;;Un servicio de portales donde los magos abren portales de teletransportacion para mercaderes y viajeros.;;;;;;;;;x
hoa_service_portails_2_desc;An improved portal network with more stable connections to major trade hubs.;Un reseau de portails ameliore avec des connexions plus stables vers les grands centres de commerce.;Ein verbessertes Portalnetzwerk mit stabileren Verbindungen zu grossen Handelszentren.;;Una red de portales mejorada con conexiones mas estables a los principales centros comerciales.;;;;;;;;;x
hoa_service_portails_3_desc;A grand portal network spanning all of Azeroth, enabling instant trade across continents.;Un grand reseau de portails couvrant tout Azeroth, permettant le commerce instantane entre continents.;Ein grosses Portalnetzwerk ueber ganz Azeroth, das sofortigen Handel zwischen Kontinenten ermoeglicht.;;Una gran red de portales que abarca todo Azeroth, permitiendo comercio instantaneo entre continentes.;;;;;;;;;x
hoa_sanctuaire_guerison_1_desc;A sacred sanctuary where priests and druids offer magical healing to the sick and wounded.;Un sanctuaire sacre ou pretres et druides offrent des soins magiques aux malades et blesses.;Ein heiliges Heiligtum, wo Priester und Druiden Kranken und Verwundeten magische Heilung anbieten.;;Un santuario sagrado donde sacerdotes y druidas ofrecen curacion magica a los enfermos y heridos.;;;;;;;;;x
hoa_sanctuaire_guerison_2_desc;An expanded healing sanctuary with blessed waters that cure grave ailments.;Un sanctuaire de guerison elargi avec des eaux benies guerissant de graves maladies.;Ein erweitertes Heilungsheiligtum mit gesegneten Wassern, die schwere Leiden heilen.;;Un santuario de curacion ampliado con aguas benditas que curan dolencias graves.;;;;;;;;;x
hoa_sanctuaire_guerison_3_desc;A grand sanctuary of healing renowned for miracles, attracting pilgrims from across the realm.;Un grand sanctuaire de guerison renomme pour ses miracles, attirant des pelerins de tout le royaume.;Ein grosses Heilungsheiligtum, beruehmt fuer Wunder, das Pilger aus dem ganzen Reich anzieht.;;Un gran santuario de curacion famoso por sus milagros, atrayendo peregrinos de todo el reino.;;;;;;;;;x
hoa_academie_demonologie_1_desc;A dark academy where warlocks study the forbidden arts of demonic summoning.;Une academie sombre ou les demonistes etudient les arts interdits de l'invocation demoniaque.;Eine dunkle Akademie, wo Hexenmeister die verbotenen Kuenste der daemonischen Beschwoerung studieren.;;Una academia oscura donde los brujos estudian las artes prohibidas de la invocacion demoniaca.;;;;;;;;;x
hoa_academie_demonologie_2_desc;An expanded demonology academy with secure summoning circles for greater demons.;Une academie de demonologie agrandie avec des cercles d'invocation securises pour demons superieurs.;Eine erweiterte Daemonologie-Akademie mit gesicherten Beschwoerungskreisen fuer groessere Daemonen.;;Una academia de demonologia ampliada con circulos de invocacion seguros para demonios mayores.;;;;;;;;;x
hoa_academie_demonologie_3_desc;A grand demonology academy capable of binding the most powerful demons to serve the realm.;Une grande academie de demonologie capable de lier les demons les plus puissants au service du royaume.;Eine grosse Daemonologie-Akademie, faehig, die maechtigsten Daemonen in den Dienst des Reiches zu zwingen.;;Una gran academia de demonologia capaz de vincular a los demonios mas poderosos al servicio del reino.;;;;;;;;;x
hoa_cercle_druidique_1_desc;A sacred grove where druids commune with nature and cultivate magical plants.;Un bosquet sacre ou les druides communient avec la nature et cultivent des plantes magiques.;Ein heiliger Hain, wo Druiden mit der Natur kommunizieren und magische Pflanzen kultivieren.;;Una arboleda sagrada donde los druidas comulgan con la naturaleza y cultivan plantas magicas.;;;;;;;;;x
hoa_cercle_druidique_2_desc;An expanded druidic circle with ancient treants guarding rare moonbloom gardens.;Un cercle druidique agrandi avec d'anciens sylvanestres gardant des jardins de fleurs de lune rares.;Ein erweiterter Druidenkreis mit alten Baumwesen, die seltene Mondblumengaerten bewachen.;;Un circulo druidico ampliado con antiguos treants custodiando jardines de flores lunares raras.;;;;;;;;;x
hoa_cercle_druidique_3_desc;A grand druidic circle where the very earth pulses with life, enriching the entire region.;Un grand cercle druidique ou la terre elle-meme pulse de vie, enrichissant toute la region.;Ein grosser Druidenkreis, wo die Erde selbst vor Leben pulsiert und die gesamte Region bereichert.;;Un gran circulo druidico donde la tierra misma pulsa con vida, enriqueciendo toda la region.;;;;;;;;;x
hoa_nexus_elementaire_1_desc;A site where shamans channel the power of the elements: fire, water, earth and air.;Un site ou les chamanes canalisent la puissance des elements : feu, eau, terre et air.;Ein Ort, an dem Schamanen die Macht der Elemente lenken: Feuer, Wasser, Erde und Luft.;;Un sitio donde los chamanes canalizan el poder de los elementos: fuego, agua, tierra y aire.;;;;;;;;;x
hoa_nexus_elementaire_2_desc;An improved elemental nexus with stable bindings to the elemental planes.;Un nexus elementaire ameliore avec des liaisons stables vers les plans elementaires.;Ein verbesserter Elementarnexus mit stabilen Bindungen zu den Elementarebenen.;;Un nexo elemental mejorado con vinculos estables a los planos elementales.;;;;;;;;;x
hoa_nexus_elementaire_3_desc;A grand elemental nexus that stabilizes local climate and dramatically boosts productivity.;Un grand nexus elementaire qui stabilise le climat local et augmente dramatiquement la productivite.;Ein grosser Elementarnexus, der das lokale Klima stabilisiert und die Produktivitaet drastisch steigert.;;Un gran nexo elemental que estabiliza el clima local y aumenta dramaticamente la productividad.;;;;;;;;;x
hoa_manufacture_golems_1_desc;A magical factory where artisans construct golems of stone, steel and arcane energy.;Une usine magique ou des artisans construisent des golems de pierre, d'acier et d'energie arcanique.;Eine magische Fabrik, wo Handwerker Golems aus Stein, Stahl und arkaner Energie konstruieren.;;Una fabrica magica donde los artesanos construyen golems de piedra, acero y energia arcana.;;;;;;;;;x
hoa_manufacture_golems_2_desc;An expanded golem factory producing advanced arcane-powered automata.;Une manufacture de golems agrandie produisant des automates avances alimentes par l'arcane.;Eine erweiterte Golemfabrik, die fortgeschrittene arkan-betriebene Automaten herstellt.;;Una fabrica de golems ampliada que produce automatas avanzados alimentados por energia arcana.;;;;;;;;;x
hoa_manufacture_golems_3_desc;A grand golem manufactory representing the pinnacle of magical industrialization.;Une grande manufacture de golems representant le sommet de l'industrialisation magique.;Eine grosse Golemmanufaktur, die den Hoehepunkt der magischen Industrialisierung darstellt.;;Una gran manufactura de golems que representa la cumbre de la industrializacion magica.;;;;;;;;;x
hoa_bibliotheque_arcanique_1_desc;A vast library filled with grimoires, ancient scrolls and artifacts of knowledge.;Une vaste bibliotheque remplie de grimoires, de rouleaux anciens et d'artefacts de savoir.;Eine grosse Bibliothek, gefuellt mit Grimoiren, alten Schriftrollen und Wissensartefakten.;;Una vasta biblioteca llena de grimorios, pergaminos antiguos y artefactos de conocimiento.;;;;;;;;;x
hoa_bibliotheque_arcanique_2_desc;An expanded arcane library with rare texts from the most ancient civilizations.;Une bibliotheque arcanique agrandie avec des textes rares des civilisations les plus anciennes.;Eine erweiterte arkane Bibliothek mit seltenen Texten der aeltesten Zivilisationen.;;Una biblioteca arcana ampliada con textos raros de las civilizaciones mas antiguas.;;;;;;;;;x
hoa_bibliotheque_arcanique_3_desc;The supreme arcane library, a repository of knowledge rivaling even Dalaran's great collections.;La bibliotheque arcanique supreme, un depot de savoir rivalisant meme avec les grandes collections de Dalaran.;Die hoechste arkane Bibliothek, ein Wissensarchiv, das selbst Dalarans grosse Sammlungen herausfordert.;;La biblioteca arcana suprema, un deposito de conocimiento que rivaliza incluso con las grandes colecciones de Dalaran.;;;;;;;;;x
#;;;;;;;;;;;;;x
# COOLDOWN MODIFIERS;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
hoa_crafting_cooldown;Crafting Cooldown;Temps de Recharge d'Artisanat;Handwerksabklingzeit;;Tiempo de Reutilizacion de Artesania;;;;;;;;;x
hoa_enchanting_cooldown;Enchanting Cooldown;Temps de Recharge d'Enchantement;Verzauberungsabklingzeit;;Tiempo de Reutilizacion de Encantamiento;;;;;;;;;x
hoa_disenchant_cooldown;Disenchant Cooldown;Temps de Recharge de Desenchantement;Entzauberungsabklingzeit;;Tiempo de Reutilizacion de Desencantamiento;;;;;;;;;x
hoa_emissary_cooldown;Emissary Cooldown;Temps de Recharge d'Emissaire;Gesandtenabklingzeit;;Tiempo de Reutilizacion de Emisario;;;;;;;;;x
hoa_dungeon_cooldown;Dungeon Cooldown;Temps de Recharge de Donjon;Verliesabklingzeit;;Tiempo de Reutilizacion de Mazmorra;;;;;;;;;x
hoa_raid_cooldown;Raid Cooldown;Temps de Recharge de Raid;Schlachtzugsabklingzeit;;Tiempo de Reutilizacion de Banda;;;;;;;;;x
hoa_duel_cooldown;Duel Cooldown;Temps de Recharge de Duel;Duellabklingzeit;;Tiempo de Reutilizacion de Duelo;;;;;;;;;x
#;;;;;;;;;;;;;x
# OPINION MODIFIERS;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
opinion_refused_duel;Refused My Challenge;A Refuse Mon Defi;Hat meine Herausforderung abgelehnt;;Rechazo Mi Desafio;;;;;;;;;x
opinion_duel_victor;Defeated Me in a Duel;M'a Vaincu en Duel;Hat mich im Duell besiegt;;Me Derroto en un Duelo;;;;;;;;;x
opinion_hosted_summit;Hosted a Grand Summit;A Organise un Grand Sommet;Hat einen Grossen Gipfel veranstaltet;;Organizo una Gran Cumbre;;;;;;;;;x
opinion_defensive_pact;Defensive Pact;Pacte Defensif;Verteidigungspakt;;Pacto Defensivo;;;;;;;;;x
opinion_sent_emissary;Sent an Emissary;A Envoye un Emissaire;Hat einen Gesandten geschickt;;Envio un Emisario;;;;;;;;;x
opinion_generous_gift;Generous Gift;Cadeau Genereux;Grosszuegiges Geschenk;;Regalo Generoso;;;;;;;;;x
opinion_grateful;Grateful;Reconnaissant;Dankbar;;Agradecido;;;;;;;;;x
