ie_ca_tauren_ranch_1_desc;A tauren ranch raising kodo and providing leather, meat and supplies to the community.;Un ranch tauren elevant des kodos et fournissant cuir, viande et provisions a la communaute.;Eine Taurenfarm, die Kodos zuechtet und Leder, Fleisch und Vorraete fuer die Gemeinschaft liefert.;;Un rancho tauren que cria kodos y proporciona cuero, carne y suministros a la comunidad.;;;;;;;;;x
ie_ca_tauren_ranch_2;Plains Ranch (Level 2);Ranch des Plaines (Niveau 2);Prariefarm (Stufe 2);;Rancho de las Llanuras (Nivel 2);;;;;;;;;x
ie_ca_tauren_ranch_2_desc;An expanded ranch with herding grounds and a tannery producing quality leatherwork.;Un ranch agrandi avec des paturages et une tannerie produisant du travail du cuir de qualite.;Eine erweiterte Farm mit Weideland und einer Gerberei, die hochwertige Lederarbeiten herstellt.;;Un rancho ampliado con pastizales y una curtiduria que produce trabajos de cuero de calidad.;;;;;;;;;x
ie_ca_tauren_ranch_3;Plains Ranch (Level 3);Ranch des Plaines (Niveau 3);Prariefarm (Stufe 3);;Rancho de las Llanuras (Nivel 3);;;;;;;;;x
ie_ca_tauren_ranch_3_desc;A grand ranch complex supplying food, leather and mounts across the entire region.;Un grand complexe de ranch fournissant nourriture, cuir et montures a toute la region.;Ein grosser Farmkomplex, der Nahrung, Leder und Reittiere fuer die gesamte Region liefert.;;Un gran complejo ganadero que suministra comida, cuero y monturas a toda la region.;;;;;;;;;x
ie_ca_draenei_crystal_workshop_1;Draenei Crystal Workshop (Level 1);Atelier de Cristal Draenei (Niveau 1);Draenei-Kristallwerkstatt (Stufe 1);;Taller de Cristal Draenei (Nivel 1);;;;;;;;;x
ie_ca_draenei_crystal_workshop_1_desc;A workshop where draenei artisans shape crystals into tools, weapons and healing devices.;Un atelier ou les artisans draenei faconnent des cristaux en outils, armes et dispositifs de guerison.;Eine Werkstatt, wo Draenei-Handwerker Kristalle zu Werkzeugen, Waffen und Heilgeraeten formen.;;Un taller donde los artesanos draenei moldean cristales en herramientas, armas y dispositivos de curacion.;;;;;;;;;x
ie_ca_draenei_crystal_workshop_2;Draenei Crystal Workshop (Level 2);Atelier de Cristal Draenei (Niveau 2);Draenei-Kristallwerkstatt (Stufe 2);;Taller de Cristal Draenei (Nivel 2);;;;;;;;;x
ie_ca_draenei_crystal_workshop_2_desc;An expanded crystal workshop incorporating Naaru-inspired technology.;Un atelier de cristal agrandi integrant la technologie inspiree des Naaru.;Eine erweiterte Kristallwerkstatt mit von den Naaru inspirierter Technologie.;;Un taller de cristal ampliado que incorpora tecnologia inspirada en los Naaru.;;;;;;;;;x
ie_ca_draenei_crystal_workshop_3;Draenei Crystal Workshop (Level 3);Atelier de Cristal Draenei (Niveau 3);Draenei-Kristallwerkstatt (Stufe 3);;Taller de Cristal Draenei (Nivel 3);;;;;;;;;x
ie_ca_draenei_crystal_workshop_3_desc;A grand crystal forge producing dimensional technology rivaling the Exodar's own systems.;Une grande forge de cristal produisant de la technologie dimensionnelle rivalisant avec les systemes de l'Exodar.;Eine grosse Kristallschmiede, die dimensionale Technologie herstellt, die mit den Systemen der Exodar konkurriert.;;Una gran forja de cristal que produce tecnologia dimensional que rivaliza con los propios sistemas del Exodar.;;;;;;;;;x
ie_ca_gnome_inventor_1;Gnome Inventor's Workshop (Level 1);Atelier de l'Inventeur Gnome (Niveau 1);Gnomen-Erfinderwerkstatt (Stufe 1);;Taller del Inventor Gnomo (Nivel 1);;;;;;;;;x
ie_ca_gnome_inventor_1_desc;A cluttered workshop where a gnome inventor creates gadgets, gizmos and contraptions.;Un atelier encombre ou un inventeur gnome cree des gadgets, bidules et engins.;Eine ueberladene Werkstatt, wo ein Gnomenerfinder Geraete, Apparate und Vorrichtungen baut.;;Un taller abarrotado donde un inventor gnomo crea artilugios, cachivaches y aparatos.;;;;;;;;;x
ie_ca_gnome_inventor_2;Gnome Inventor's Workshop (Level 2);Atelier de l'Inventeur Gnome (Niveau 2);Gnomen-Erfinderwerkstatt (Stufe 2);;Taller del Inventor Gnomo (Nivel 2);;;;;;;;;x
ie_ca_gnome_inventor_2_desc;An expanded invention lab with multiple prototyping stations and a testing range.;Un laboratoire d'invention agrandi avec plusieurs stations de prototypage et un terrain d'essai.;Ein erweitertes Erfindungslabor mit mehreren Prototypenstationen und einem Testgelaende.;;Un laboratorio de inventos ampliado con multiples estaciones de prototipado y un campo de pruebas.;;;;;;;;;x
ie_ca_gnome_inventor_3;Gnome Inventor's Workshop (Level 3);Atelier de l'Inventeur Gnome (Niveau 3);Gnomen-Erfinderwerkstatt (Stufe 3);;Taller del Inventor Gnomo (Nivel 3);;;;;;;;;x
ie_ca_gnome_inventor_3_desc;A grand innovation complex producing breakthroughs in gnomish engineering and technology.;Un grand complexe d'innovation produisant des percees en ingenierie et technologie gnome.;Ein grosser Innovationskomplex, der Durchbrueche in gnomischer Technik und Technologie hervorbringt.;;Un gran complejo de innovacion que produce avances en ingenieria y tecnologia gnoma.;;;;;;;;;x
ie_ca_highelf_bazaar_1;Sunstrider Bazaar (Level 1);Bazar du Haut-Soleil (Niveau 1);Sonnenstreiterbazar (Stufe 1);;Bazar Caminante del Sol (Nivel 1);;;;;;;;;x
ie_ca_highelf_bazaar_1_desc;An elegant bazaar selling enchanted silks, arcane wines and blood elf luxury goods.;Un bazar elegant vendant des soies enchantees, des vins arcaniques et des articles de luxe elfes de sang.;Ein eleganter Basar, der verzauberte Seiden, arkane Weine und Blutelfen-Luxusgueter verkauft.;;Un elegante bazar que vende sedas encantadas, vinos arcanos y articulos de lujo de elfos de sangre.;;;;;;;;;x
ie_ca_highelf_bazaar_2;Sunstrider Bazaar (Level 2);Bazar du Haut-Soleil (Niveau 2);Sonnenstreiterbazar (Stufe 2);;Bazar Caminante del Sol (Nivel 2);;;;;;;;;x
ie_ca_highelf_bazaar_2_desc;An expanded high elf bazaar with rare magical artifacts and exotic goods.;Un bazar haut-elfe agrandi avec des artefacts magiques rares et des biens exotiques.;Ein erweiterter Hochelfen-Basar mit seltenen magischen Artefakten und exotischen Waren.;;Un bazar de altos elfos ampliado con artefactos magicos raros y bienes exoticos.;;;;;;;;;x
ie_ca_highelf_bazaar_3;Sunstrider Bazaar (Level 3);Bazar du Haut-Soleil (Niveau 3);Sonnenstreiterbazar (Stufe 3);;Bazar Caminante del Sol (Nivel 3);;;;;;;;;x
ie_ca_highelf_bazaar_3_desc;A grand blood elf marketplace rivaling the great markets of Silvermoon City.;Un grand marche elfe de sang rivalisant avec les grands marches de Silvermoon.;Ein grosser Blutelfen-Marktplatz, der mit den grossen Maerkten von Silbermond konkurriert.;;Un gran mercado de elfos de sangre que rivaliza con los grandes mercados de Ciudad de Lunargenta.;;;;;;;;;x
ie_ca_undead_apothecary_1;Royal Apothecary Society (Level 1);Societe Royale des Apothicaires (Niveau 1);Koenigliche Apothekergilde (Stufe 1);;Sociedad Real de Boticarios (Nivel 1);;;;;;;;;x
ie_ca_undead_apothecary_1_desc;A laboratory where Forsaken apothecaries brew plagues, poisons and experimental concoctions.;Un laboratoire ou les apothicaires Reprouves preparent des plaies, poisons et concoctions experimentales.;Ein Labor, in dem verfluchte Apotheker Seuchen, Gifte und experimentelle Gebrdaue herstellen.;;Un laboratorio donde los boticarios Renegados preparan plagas, venenos y brebajes experimentales.;;;;;;;;;x
ie_ca_undead_apothecary_2;Royal Apothecary Society (Level 2);Societe Royale des Apothicaires (Niveau 2);Koenigliche Apothekergilde (Stufe 2);;Sociedad Real de Boticarios (Nivel 2);;;;;;;;;x
ie_ca_undead_apothecary_2_desc;An expanded apothecary with advanced plague research and profitable poison trade.;Une apothicairerie agrandie avec de la recherche avancee sur les plaies et un commerce de poisons lucratif.;Eine erweiterte Apotheke mit fortgeschrittener Seuchenforschung und profitablem Gifthandel.;;Una botica ampliada con investigacion avanzada de plagas y lucrativo comercio de venenos.;;;;;;;;;x
ie_ca_undead_apothecary_3;Royal Apothecary Society (Level 3);Societe Royale des Apothicaires (Niveau 3);Koenigliche Apothekergilde (Stufe 3);;Sociedad Real de Boticarios (Nivel 3);;;;;;;;;x
ie_ca_undead_apothecary_3_desc;The Royal Apothecary Society in full operation, developing the New Plague and selling secrets.;La Societe Royale des Apothicaires en pleine operation, developpant la Nouvelle Peste et vendant des secrets.;Die Koenigliche Apothekergesellschaft in vollem Betrieb, entwickelt die Neue Seuche und verkauft Geheimnisse.;;La Sociedad Real de Boticarios en plena operacion, desarrollando la Nueva Plaga y vendiendo secretos.;;;;;;;;;x
#;;;;;;;;;;;;;x
# TRIBAL ECONOMY BUILDINGS;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
ie_tb_market_1;Tribal Market (Level 1);Marche Tribal (Niveau 1);Stammesmarkt (Stufe 1);;Mercado Tribal (Nivel 1);;;;;;;;;x
ie_tb_market_1_desc;A small gathering of traders exchanging basic goods and supplies.;Un petit rassemblement de commercants echangeant des biens et fournitures de base.;Eine kleine Ansammlung von Haendlern, die Grundwaren und Vorraete tauschen.;;Una pequena reunion de comerciantes intercambiando bienes y suministros basicos.;;;;;;;;;x
ie_tb_market_2;Tribal Market (Level 2);Marche Tribal (Niveau 2);Stammesmarkt (Stufe 2);;Mercado Tribal (Nivel 2);;;;;;;;;x
ie_tb_market_2_desc;A growing tribal marketplace attracting traders from neighboring settlements.;Un marche tribal en croissance attirant des commercants des colonies voisines.;Ein wachsender Stammesmarktplatz, der Haendler aus benachbarten Siedlungen anzieht.;;Un mercado tribal en crecimiento que atrae comerciantes de asentamientos vecinos.;;;;;;;;;x
ie_tb_market_3;Tribal Market (Level 3);Marche Tribal (Niveau 3);Stammesmarkt (Stufe 3);;Mercado Tribal (Nivel 3);;;;;;;;;x
ie_tb_market_3_desc;A bustling tribal trade center with a growing regional reputation.;Un centre de commerce tribal anime avec une reputation regionale croissante.;Ein belebtes Stammeshandelszentrum mit wachsendem regionalem Ruf.;;Un animado centro de comercio tribal con una reputacion regional creciente.;;;;;;;;;x
ie_tb_market_4;Tribal Market (Level 4);Marche Tribal (Niveau 4);Stammesmarkt (Stufe 4);;Mercado Tribal (Nivel 4);;;;;;;;;x
ie_tb_market_4_desc;A major tribal bazaar serving as the economic heart of the region.;Un grand bazar tribal servant de coeur economique de la region.;Ein grosser Stammesbasar, der als wirtschaftliches Herz der Region dient.;;Un gran bazar tribal que sirve como corazon economico de la region.;;;;;;;;;x
ie_tb_gathering_1;Gathering Ground (Level 1);Place de Rassemblement (Niveau 1);Versammlungsplatz (Stufe 1);;Lugar de Reunion (Nivel 1);;;;;;;;;x
ie_tb_gathering_1_desc;A sacred meeting place where the tribe gathers for ceremonies and trade.;Un lieu de rassemblement sacre ou la tribu se reunit pour des ceremonies et du commerce.;Ein heiliger Versammlungsort, wo der Stamm sich fuer Zeremonien und Handel trifft.;;Un lugar de reunion sagrado donde la tribu se reune para ceremonias y comercio.;;;;;;;;;x
ie_tb_gathering_2;Gathering Ground (Level 2);Place de Rassemblement (Niveau 2);Versammlungsplatz (Stufe 2);;Lugar de Reunion (Nivel 2);;;;;;;;;x
ie_tb_gathering_2_desc;An expanded gathering ground with permanent structures for larger assemblies.;Une place de rassemblement agrandie avec des structures permanentes pour de plus grands rassemblements.;Ein erweiterter Versammlungsplatz mit permanenten Strukturen fuer groessere Versammlungen.;;Un lugar de reunion ampliado con estructuras permanentes para asambleas mas grandes.;;;;;;;;;x
ie_tb_gathering_3;Gathering Ground (Level 3);Place de Rassemblement (Niveau 3);Versammlungsplatz (Stufe 3);;Lugar de Reunion (Nivel 3);;;;;;;;;x
ie_tb_gathering_3_desc;A grand tribal assembly ground where great moots and festivals draw visitors from afar.;Un grand terrain d'assemblee tribale ou de grands moots et festivals attirent des visiteurs de loin.;Ein grosser Stammesversammlungsplatz, wo grosse Stammesratssitzungen und Feste Besucher von weit her anziehen.;;Un gran terreno de asamblea tribal donde grandes reuniones y festivales atraen visitantes de lejos.;;;;;;;;;x
ie_tb_hunting_1;Hunting Grounds (Level 1);Terrain de Chasse (Niveau 1);Jagdgruende (Stufe 1);;Cotos de Caza (Nivel 1);;;;;;;;;x
ie_tb_hunting_1_desc;Managed hunting grounds providing food and furs for the settlement.;Des terrains de chasse geres fournissant nourriture et fourrures au campement.;Bewirtschaftete Jagdgruende, die Nahrung und Pelze fuer die Siedlung liefern.;;Cotos de caza gestionados que proporcionan comida y pieles al asentamiento.;;;;;;;;;x
ie_tb_hunting_2;Hunting Grounds (Level 2);Terrain de Chasse (Niveau 2);Jagdgruende (Stufe 2);;Cotos de Caza (Nivel 2);;;;;;;;;x
ie_tb_hunting_2_desc;Expanded hunting grounds with trapping networks and game management.;Des terrains de chasse etendus avec des reseaux de piegeage et une gestion du gibier.;Erweiterte Jagdgruende mit Fallennetzwerken und Wildmanagement.;;Cotos de caza ampliados con redes de trampas y gestion de la caza.;;;;;;;;;x
ie_tb_hunting_3;Hunting Grounds (Level 3);Terrain de Chasse (Niveau 3);Jagdgruende (Stufe 3);;Cotos de Caza (Nivel 3);;;;;;;;;x
ie_tb_hunting_3_desc;Vast hunting territories providing abundant resources and supporting the tribe's warriors.;De vastes territoires de chasse fournissant des ressources abondantes et soutenant les guerriers de la tribu.;Riesige Jagdgebiete, die reichlich Ressourcen liefern und die Krieger des Stammes unterstuetzen.;;Vastos territorios de caza que proporcionan recursos abundantes y apoyan a los guerreros de la tribu.;;;;;;;;;x
#;;;;;;;;;;;;;x
# UNIQUE CAPITAL BUILDING NAMES;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
ie_ca_stormwind_trade_district;Stormwind Trade District;District Commercial de Stormwind;Sturmwinds Handelsviertel;;Distrito Comercial de Ventormenta;;;;;;;;;x
ie_ca_orgrimmar_war_forge;Orgrimmar Great War Forge;Grande Forge de Guerre d'Orgrimmar;Orgrimmars Grosse Kriegsschmiede;;Gran Forja de Guerra de Orgrimmar;;;;;;;;;x
ie_ca_ironforge_hall_explorers;Hall of Explorers;Salle des Explorateurs;Halle der Forscher;;Sala de los Exploradores;;;;;;;;;x
ie_ca_thunderbluff_elder_rise;Elder Rise Markets;Marches de la Montee des Anciens;Altenaufstiegsmaerkte;;Mercados de la Cima de los Ancianos;;;;;;;;;x
ie_ca_gnomeregan_innovation;Gnomeregan Innovation Hub;Centre d'Innovation de Gnomeregan;Gnomeregan-Innovationszentrum;;Centro de Innovacion de Gnomeregan;;;;;;;;;x
ie_ct_stormwind_old_town;Old Town Markets;Marches de la Vieille Ville;Altstadtmaerkte;;Mercados del Casco Antiguo;;;;;;;;;x
ie_ct_boralus_harbor;Grand Admiral's Harbor;Port du Grand Amiral;Grossadmiralhafen;;Puerto del Gran Almirante;;;;;;;;;x
ie_ct_dalaran_violet;Violet Citadel Commerce;Commerce de la Citadelle Violette;Violette-Zitadelle-Handel;;Comercio de la Ciudadela Violeta;;;;;;;;;x
ie_tp_darnassus_moon_treasury;Temple of the Moon Treasury;Tresor du Temple de la Lune;Schatz des Mondtempels;;Tesoro del Templo de la Luna;;;;;;;;;x
ie_tp_silvermoon_sunstrider;Sunstrider Spire Commerce;Commerce de la Fleche Haut-Soleil;Sonnenstreiterturm-Handel;;Comercio de la Aguja Caminante del Sol;;;;;;;;;x
#;;;;;;;;;;;;;x
# EVENT MODIFIERS;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
ie_gold_vein_modifier;Gold Vein Discovered;Filon d'Or Decouvert;Goldader Entdeckt;;Veta de Oro Descubierta;;;;;;;;;x
ie_trade_fair_modifier;Trade Fair;Foire Commerciale;Handelsmesse;;Feria Comercial;;;;;;;;;x
ie_arcane_market_boom_modifier;Arcane Market Boom;Boom du Marche Arcanique;Arkaner Marktboom;;Auge del Mercado Arcano;;;;;;;;;x
ie_bountiful_harvest_modifier;Bountiful Harvest;Recolte Abondante;Reiche Ernte;;Cosecha Abundante;;;;;;;;;x
ie_economic_boom_modifier;Economic Boom;Boom Economique;Wirtschaftsboom;;Auge Economico;;;;;;;;;x
ie_economic_depression_modifier;Economic Depression;Depression Economique;Wirtschaftskrise;;Depresion Economica;;;;;;;;;x
opinion_held_festival;Held a Harvest Festival;A Organise un Festival des Moissons;Hat ein Erntefest veranstaltet;;Organizo un Festival de la Cosecha;;;;;;;;;x
